[2026-07-29T02:46:37.891Z] GET http://localhost:5183/node_modules/.vite/deps/rolldown-runtime-BvCyGRYZ.js?v=b16b1142 → 200 (?ms, 1287B)
[2026-07-29T02:46:37.892Z] GET http://localhost:5183/node_modules/.vite/deps/react-dom.js?v=b16b1142 → 200 (?ms, 48822B)
[2026-07-29T02:46:37.893Z] GET http://localhost:5183/src/components/Restaurant.tsx → 304 (2ms, ?B)
[2026-07-29T02:46:37.893Z] GET http://localhost:5183/src/game/audio.ts?t=1785293080517 → 304 (3ms, ?B)
[2026-07-29T02:46:37.893Z] GET http://localhost:5183/src/game/letters.ts → 304 (3ms, ?B)
[2026-07-29T02:46:37.893Z] GET http://localhost:5183/src/game/store.ts → 304 (3ms, ?B)
[2026-07-29T02:46:37.894Z] GET http://localhost:5183/src/screens/Parent.tsx?t=1785293173151 → 304 (2ms, ?B)
[2026-07-29T02:46:37.894Z] GET http://localhost:5183/src/screens/Play.tsx?t=1785293162289 → 304 (2ms, ?B)
[2026-07-29T02:46:37.894Z] GET http://localhost:5183/src/screens/Rest.tsx?t=1785293128373 → 304 (8ms, ?B)
[2026-07-29T02:46:37.894Z] GET http://localhost:5183/src/screens/Title.tsx?t=1785293128373 → 304 (8ms, ?B)
[2026-07-29T02:46:37.897Z] GET http://localhost:5183/src/components/Cat.tsx?t=1785293128373 → 304 (5ms, ?B)
[2026-07-29T02:46:37.897Z] GET http://localhost:5183/src/components/Plate.tsx → 304 (5ms, ?B)
[2026-07-29T02:46:37.902Z] GET http://localhost:5183/src/components/Sushi.tsx → 304 (1ms, ?B)
[2026-07-29T02:46:37.902Z] GET http://localhost:5183/src/game/engine.ts → 304 (1ms, ?B)
[2026-07-29T02:46:40.217Z] GET http://localhost:5183/ → 200 (1ms, 1087B)
[2026-07-29T02:46:40.219Z] GET http://localhost:5183/@vite/client → 304 (?ms, ?B)
[2026-07-29T02:46:40.219Z] GET http://localhost:5183/src/main.tsx?t=1785293194411 → 304 (?ms, ?B)
[2026-07-29T02:46:40.219Z] GET http://localhost:5183/@react-refresh → 304 (3ms, ?B)
[2026-07-29T02:46:40.219Z] GET http://localhost:5183/node_modules/vite/dist/client/env.mjs → 304 (3ms, ?B)
[2026-07-29T02:46:40.219Z] GET http://localhost:5183/node_modules/.vite/deps/react.js?v=b16b1142 → 200 (?ms, 130087B)
[2026-07-29T02:46:40.219Z] GET http://localhost:5183/node_modules/.vite/deps/react-dom_client.js?v=b16b1142 → 200 (1ms, 2819303B)
[2026-07-29T02:46:40.220Z] GET http://localhost:5183/src/App.tsx?t=1785293173151 → 304 (3ms, ?B)
[2026-07-29T02:46:40.220Z] GET http://localhost:5183/src/index.css?t=1785293194411 → 304 (3ms, ?B)
[2026-07-29T02:46:40.220Z] GET http://localhost:5183/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=b16b1142 → 200 (?ms, 34713B)
[2026-07-29T02:46:40.221Z] GET http://localhost:5183/node_modules/.vite/deps/rolldown-runtime-BvCyGRYZ.js?v=b16b1142 → 200 (?ms, 1287B)
[2026-07-29T02:46:40.221Z] GET http://localhost:5183/node_modules/.vite/deps/react-dom.js?v=b16b1142 → 200 (?ms, 48822B)
[2026-07-29T02:46:40.223Z] GET http://localhost:5183/src/components/Restaurant.tsx → 304 (1ms, ?B)
[2026-07-29T02:46:40.223Z] GET http://localhost:5183/src/game/audio.ts?t=1785293080517 → 304 (1ms, ?B)
[2026-07-29T02:46:40.223Z] GET http://localhost:5183/src/game/letters.ts → 304 (1ms, ?B)
[2026-07-29T02:46:40.223Z] GET http://localhost:5183/src/game/store.ts → 304 (1ms, ?B)
[2026-07-29T02:46:40.223Z] GET http://localhost:5183/src/screens/Parent.tsx?t=1785293173151 → 304 (1ms, ?B)
[2026-07-29T02:46:40.223Z] GET http://localhost:5183/src/screens/Play.tsx?t=1785293162289 → 304 (2ms, ?B)
